,PARK,BOROUGH,QUARTER,CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,CRIME OCCURED,VICIOUS CRIMES
3578,FORT GREENE PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,1,0.0
3579,BATTERY PARK CITY,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3580,MORNINGSIDE PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3581,MACNEIL PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3582,ALLEY ATHLETIC PLAYGROUND,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3583,VERNAM BARBADOES PENINSULA,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3584,COLLEGE POINT FIELDS,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3585,KAISER PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3586,SUNSET PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1,0.0
3587,OWL'S HEAD PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3588,SPRINGFIELD PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3589,RECREATIONAL AREA,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3590,KING FISHER PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3591,SIEDENBURG PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3592,ST. NICHOLAS PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3,1,0.0
3593,SOUTH BROTHER ISLAND,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3594,LOCUST POINT MARINA,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3595,BATTERY PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3596,BROOKLYN BRIDGE PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,1,0.0
3597,ASSER LEVY PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3598,SEASIDE WILDLIFE NATURE PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3599,WAVE HILL,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3600,QUEENSBRIDGE PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3601,MARCUS GARVEY PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,1.0
3602,ISHAM PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3603,WILLIAMSBRIDGE OVAL,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4,1,0.0
3604,BRANT POINT WILDLIFE SANCTUARY,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3605,BROAD CHANNEL AMERICAN PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3606,THEODORE ROOSEVELT PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3607,BENSONHURST PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3608,LINCOLN TERRACE / ARTHUR S. SOMERS PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
3609,JOHN GOLDEN PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3610,BAYVIEW TERRACE PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3611,JONES WOODS PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3612,FRANCIS LEWIS PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3613,LEIF ERICSON PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3614,EIBS POND PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3615,RAILROAD PARK QUEENS,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3616,BREUKELEN BALLFIELDS,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3617,FRANZ SIGEL PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3,1,0.0
3618,THOMAS JEFFERSON PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3619,ALICE AUSTEN PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3620,MILL POND PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3621,SHERMAN CREEK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3622,HARRIS PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3623,GOODHUE,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3624,MULLALY PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5,1,0.0
3625,TREMONT PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3626,CARL SCHURZ PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1,0.0
3627,GRAND ARMY PLAZA BROOKLYN,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3628,VON BRIESEN PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3629,MOTOR PARKWAY,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3630,UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 116TH STREET TO BEACH 108TH STREET,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3631,BEACH 17 PLAYGROUND,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3632,TUDOR PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3633,AQUEDUCT WALK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3634,FATHER MACRIS PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3635,STARLIGHT PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3636,JACKIE ROBINSON PARK MANHATTAN,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1,0.0
3637,BROOKLYN MUSEUM,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3638,BEACH CHANNEL PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3639,GREENBELT NATIVE PLANT CENTER,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3640,BOWNE PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3641,SETON PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3642,RUFUS KING PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3643,FRANK GOLDEN PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3644,ST. JAMES PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3645,RICHMOND TERRACE WETLANDS,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3646,BARRETTO POINT PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3647,ST. ALBANS PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3648,GEMINI FIELDS,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3649,GIVANS CREEK WOODS,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3650,BETSY HEAD PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3651,TOMPKINS SQUARE PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1,0.0
3652,CPL. THOMPSON PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3653,COMMODORE BARRY PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3654,CADMAN PLAZA PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3655,BROADWAY MALLS,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3656,STEEPLECHASE PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3657,HUNTER'S POINT SOUTH PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3658,UNNAMED PARK ON RICHMOND TERRACE,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3659,HYBRID OAK WOODS PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3660,WASHINGTON SQUARE PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4,1,0.0
3661,BRYANT PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,2.0,6.0,0.0,8,1,0.0
3662,ROCKAWAY FREEWAY,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3663,BICENTENNIAL VETERANS MEMORIAL PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
3664,SUNSET COVE PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3665,ST. JOHN'S RECREATION CENTER,BROOKLYN,4,ONE ACRE OR LARGER,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,1.0
3666,LINDEN PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3667,HAFFEN PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3668,ALLISON POND PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3669,GRANITEVILLE SWAMP PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3670,TOTTENVILLE SHORE PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3671,CAPTAIN TILLY PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3672,HARVEY PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3673,MSGR. MCGOLRICK PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3674,BUSHWICK INLET PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3675,HENRY HUDSON PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3676,FRANK PRINCIPE PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3677,CASTLE HILL PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3678,ROCHDALE PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3679,ABE STARK SKATING RINK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3680,CITY HALL PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3681,EAST RIVER WATERFRONT ESPLANADE,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3682,CROTONA PARKWAY MALLS,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3683,CONEY ISLAND CREEK PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3684,MILL ROCK PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3685,EAST RIVER ESPLANADE E 90TH ST TO E 125TH ST,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3686,JOHN J CARTY PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3687,COFFEY PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3688,BARRETT PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3689,RAINEY PARK QUEENS,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3690,LAGUARDIA LANDING LIGHTS,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3691,CITY ISLAND WETLANDS,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3692,SARA D. ROOSEVELT PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
3693,EWEN PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0
3694,HERBERT VON KING PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3695,MOUNT PROSPECT PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3696,RAINEY PARK BRONX,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3697,DETECTIVE KEITH L WILLIAMS PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3698,FLUSHING FIELDS,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3699,PALMER INLET,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3700,MIDLAND FIELD,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3701,SCHMUL PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3702,BRIDGE PARK BRONX,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3703,BEACH 30TH STREET PLAYGROUND,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3704,BROWER PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3705,JOYCE KILMER PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3706,MARIA HERNANDEZ PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,1,0.0
3707,THE HIGH LINE,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3708,FRIENDS FIELD,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3709,LINDOWER PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3710,J. HOOD WRIGHT PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
3711,WNYC TRANSMITTER PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3712,SPUYTEN DUYVIL SHOREFRONT PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3713,PARK AVENUE MALLS,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3714,WESTWOOD PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3715,UNION SQUARE PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,6.0,0.0,7,1,0.0
3716,CONCRETE PLANT PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3717,COL. YOUNG PLAYGROUND,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3718,BRADYS POND PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3719,COOPER PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3720,GRAVESEND PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3721,DR. CHARLES R. DREW PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3722,TRINITY PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3723,MADISON SQUARE PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,1,0.0
3724,ELMHURST PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3725,FORT HAMILTON ATHLETIC FIELD,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3726,AMBROSINI FIELD,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3727,CLEARVIEW PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3728,RALPH DEMARCO PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3729,WINGATE PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3730,UNNAMED PARK ON DRUMGOOLE ROAD & HUGUENOT AVENUE,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3731,DE WITT CLINTON PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3732,UNNAMED PARK ON BOUNDARY AVENUE,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3733,VAN VOORHEES PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3734,HALLETS COVE PLAYGROUND,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3735,MCKINLEY PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3736,SOUTHERN FIELDS,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3737,DEVOE PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3738,ST. MICHAEL'S PLAYGROUND,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3739,MAFERA PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0
3740,KENNEDY PLAYGROUND,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3741,SEAGIRT AVE WETLANDS,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3742,JOHN PAUL JONES PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3743,WALKER PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3744,OLD PLACE CREEK PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3745,HOOVER - MANTON PLAYGROUNDS,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3746,GEN. DOUGLAS MACARTHUR PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3747,GROVER CLEVELAND PLAYGROUND,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3748,POLICE OFFICER EDWARD BYRNE PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3749,CYPRESS HILLS PLAYGROUND,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3750,SETH LOW PLAYGROUND/ BEALIN SQUARE,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3751,KELLY PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3752,SOCRATES SCULPTURE PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3753,BEACH 9 PLAYGROUND,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3754,SOUTH BEACH WETLANDS,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3755,NAPLES PLAYGROUND,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3756,RAOUL WALLENBERG FOREST,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3757,WEST HARLEM PIERS,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
